Token	True POS	Predicted POS
The	DT	DT
politicians	NNS	NNS
.	.	.
were	VBD	VBD
away	RB	RB
.	.	.
promises	NNS	VBZ
of	IN	IN
:	:	:
NASAA	NNP	NNP
Inc.	NNP	NNP
's	POS	POS
newspapers	NNS	NNS
Western	NNP	NNP
,	,	,
$	$	$
other	JJ	JJ
--	:	:
the	DT	DT
exercisable	JJ	JJ
n't	RB	RB
has	VBZ	VBZ
they	PRP	PRP
the	DT	DT
Baker	NNP	NNP
giving	VBG	VBG
$	$	$
Ameritech	NNP	NNP
other	JJ	JJ
be	VB	VB
244	CD	CD
outstanding	JJ	JJ
clarifying	VBG	VBG
II	NNP	NNP
the	DT	DT
nonrecurring	VBG	VBG
,	,	,
the	DT	DT
,	,	,
%	NN	NN
can	MD	MD
with	IN	IN
%	NN	NN
wing	NN	VBG
earnings	NNS	NNS
impact	NN	NN
year-earlier	JJ	JJ
was	VBD	VBD
``	``	``
overnight	JJ	JJ
was	VBD	VBD
billion	CD	CD
defensive	JJ	JJ
Fossey	NNP	NNP
,	,	,
which	WDT	WDT
relief	NN	NN
more	JJR	JJR
Carol	NNP	NNP
million	CD	CD
the	DT	DT
been	VBN	VBN
or	CC	CC
years	NNS	NNS
,	,	,
investment	NN	NN
serving	VBG	VBG
family	NN	NN
''	''	''
included	VBD	VBD
of	IN	IN
to	TO	TO
York	NNP	NNP
the	DT	DT
,	,	,
markets	NNS	NNS
Breene	NNP	NNP
Journal	NNP	NNP
to	TO	TO
the	DT	DT
brand	NN	NN
Gourlay	NNP	NNP
carried	VBD	VBN
on	IN	IN
quarter	NN	NN
wasted	VBN	VBN
Seagate	NNP	NNP
.	.	.
.	.	.
people	NNS	NNS
,	,	,
billion	CD	CD
more	RBR	JJR
including	VBG	VBG
members	NNS	NNS
discounting	NN	NN
the	DT	DT
has	VBZ	VBZ
decades	NNS	NNS
,	,	,
something	NN	NN
term	NN	NN
and	CC	CC
Of	IN	IN
a	DT	DT
-LRB-	(	(
expects	VBZ	VBZ
Cela	NNP	NNP
Board	NNP	NN
.	.	.
views	NNS	NNS
Fed	NNP	NNP
million	CD	CD
for	IN	IN
judgments	NNS	NNS
the	DT	DT
board	NN	NN
''	''	''
.	.	.
,	,	,
long-term	JJ	JJ
the	DT	DT
Texas	NNP	NNP
known	VBN	VBN
were	VBD	VBD
photographic	JJ	JJ
When	WRB	WRB
bay	NN	NNP
reckoning	NN	VBG
said	VBD	VBD
.	.	.
move	NN	NN
home	NN	NN
,	,	,
proposal	NN	NN
,	,	,
said	VBD	VBD
share	NN	NN
is	VBZ	VBZ
Ortega	NNP	NNP
by	IN	IN
participated	VBD	VBN
.	.	.
%	NN	NN
and	CC	CC
.	.	.
watch	VB	VB
The	DT	DT
it	PRP	PRP
with	IN	IN
up	IN	IN
the	IN	DT
says	VBZ	VBZ
says	VBZ	VBZ
higher	JJR	JJR
increase	NN	NN
separate	JJ	JJ
n't	RB	RB
are	VBP	VBP
6.8	CD	CD
.	.	.
Femina	NNP	NNP
20	CD	CD
that	IN	IN
quest	NN	NN
coated	VBN	VBN
expected	VBN	VBN
order	NN	NN
waves	NNS	NNS
Wireless	NNP	JJ
that	DT	IN
The	DT	DT
would	MD	MD
,	,	,
,	,	,
in	IN	IN
Industries	NNP	NNP
378.07	CD	CD
latest	JJS	JJS
.	.	.
as	IN	IN
sold	VBD	VBN
to	TO	TO
Index	NNP	NN
than	IN	IN
7\/8	CD	CD
9.07	CD	CD
.	.	.
of	IN	IN
Mexico	NNP	NNP
of	IN	IN
of	IN	IN
$	$	$
.	.	.
rumors	NNS	NNS
about	IN	IN
year	NN	NN
to	TO	TO
third	JJ	JJ
one	CD	CD
of	IN	IN
is	VBZ	VBZ
''	''	''
the	DT	DT
of	IN	IN
bidding	VBG	NN
buildup	NN	NN
Securities	NNP	NNS
Entertainment	NNP	NN
one-time	JJ	JJ
announcement	NN	NN
the	DT	DT
most	RBS	RBS
the	DT	DT
John	NNP	NNP
suit	NN	NN
.	.	.
reliance	NN	NN
of	IN	IN
$	$	$
housing	NN	NN
clippings	NNS	NNS
``	``	``
a	DT	DT
--	:	:
the	DT	DT
publicly	RB	RB
if	IN	IN
any	DT	DT
increasing	VBG	VBG
,	,	,
says	VBZ	VBZ
Mr.	NNP	NNP
Foreign	NNP	JJ
.	.	.
,	,	,
$	$	$
powerful	JJ	JJ
Amdura	NNP	NNP
expected	VBN	VBN
fashion	NN	NNP
the	DT	DT
price	NN	NN
33.375	CD	CD
of	IN	IN
ombudsman	NN	NNP
San	NNP	NNP
as	IN	IN
in	IN	IN
nonetheless	RB	RB
core	NN	NN
of	IN	IN
down	RB	RB
company	NN	NN
true	JJ	JJ
receivables	NN	NN
.	.	.
Dean	NNP	NNP
three	CD	CD
excluding	VBG	VBG
,	,	,
right-to-lifers	NNS	JJ
are	VBP	VBP
ownership	NN	NN
,	,	,
in	IN	IN
Peters	NNP	NNP
plan	NN	NN
AT&T	NNP	NNP
``	``	``
says	VBZ	VBZ
U.S.	NNP	NNP
become	VB	VB
A	DT	DT
travel	NN	NN
.	.	.
to	TO	TO
1.25	CD	CD
$	$	$
a	DT	DT
,	,	,
relations	NNS	NNS
five-cent	JJ	JJ
by	IN	IN
Aruba	NNP	NNP
,	,	,
a	DT	DT
Menlo	NNP	NNP
any	DT	DT
like	IN	IN
they	PRP	PRP
,	,	,
,	,	,
a	DT	DT
they	PRP	PRP
,	,	,
between	IN	IN
Spring	NNP	NN
will	MD	MD
for	IN	IN
among	IN	IN
at	IN	IN
go	NN	VB
restored	VBN	VBN
first	JJ	JJ
plan	NN	NN
and	CC	CC
period	NN	NN
,	,	,
federal	JJ	JJ
not	RB	RB
$	$	$
costs	NNS	NNS
a	DT	DT
a	DT	DT
of	IN	IN
sales	NNS	NNS
years	NNS	NNS
alternative	NN	NN
in	IN	IN
its	PRP$	PRP$
,	,	,
Mr.	NNP	NNP
unclear	JJ	JJ
distribution	NN	NN
low-sulfur	JJ	JJ
volatility	NN	NN
chief	JJ	JJ
anything	NN	NN
advanced	VBD	VBD
.	.	.
have	VB	VBP
in	IN	IN
for	IN	IN
do	VBP	VBP
the	DT	DT
chefs	NNS	NNP
carbon	NN	NN
As	IN	IN
for	IN	IN
to	TO	TO
with	IN	IN
instead	RB	RB
GM	NNP	NNP
Wall	NNP	NNP
was	VBD	VBD
party	NN	NN
materials	NNS	NNS
and	CC	CC
on	IN	IN
time	NN	NN
's	POS	POS
its	PRP$	PRP$
too	RB	RB
soon	RB	RB
auction	NN	NN
,	,	,
followed	VBN	VBD
1-800-453-9000	CD	CD
points	NNS	NNS
good	JJ	JJ
launder	VB	NN
a	DT	DT
buck	NN	NN
LBOs	NNS	NNS
unit	NN	NN
final	JJ	JJ
required	VBN	VBN
share	NN	NN
,	,	,
by	IN	IN
World	NNP	NN
dictatorship	NN	NN
present	JJ	JJ
some	DT	DT
obtain	VB	VB
inventory	NN	NN
distinctively	RB	RB
for	IN	IN
trading	NN	NN
.	.	.
analysts	NNS	NNS
--	:	:
have	VBP	VBP
light	NN	NN
the	DT	DT
some	DT	DT
Because	IN	IN
of	IN	IN
their	PRP$	PRP$
project	NN	NN
,	,	,
is	VBZ	VBZ
,	,	,
of	IN	IN
the	DT	DT
with	IN	IN
minor	JJ	JJ
the	DT	DT
shuttle	NN	NN
n't	RB	RB
$	$	$
Some	DT	DT
sales	NNS	NNS
n't	RB	RB
Minister	NNP	NN
Exploration	NNP	NN
would	MD	MD
,	,	,
keep	VB	VB
outstanding	JJ	JJ
Mr.	NNP	NNP
earnings	NNS	NNS
1.19	CD	CD
to	TO	TO
at	IN	IN
5\/8	CD	CD
Without	IN	IN
after	IN	IN
cents	NNS	NNS
being	VBG	VBG
the	DT	DT
inflation	NN	NN
medical	JJ	JJ
appraisers	NNS	NNS
other	JJ	JJ
%	NN	NN
&	CC	CC
Air-freight	NN	NN
,	,	,
risk	NN	NN
stocks	NNS	NNS
increase	NN	NN
manages	VBZ	VBZ
train	NN	NN
be	VB	VB
operations	NNS	NNS
seeking	VBG	VBG
,	,	,
.	.	.
missiles	NNS	NNS
a	DT	DT
reduces	VBZ	VBZ
.	.	.
,	,	,
.	.	.
damaging	JJ	VBG
decisions	NNS	NNS
cancel	VB	VB
60	CD	CD
n't	RB	RB
homemaker	NN	NN
a	DT	DT
Tommy	NNP	NNP
71.36	CD	CD
late	JJ	JJ
and	CC	CC
in	IN	IN
recently	RB	RB
up	IN	IN
lose	VBP	VB
know	VB	VB
persuade	VB	VB
,	,	,
n't	RB	RB
plane	NN	NN
--	:	:
Japan	NNP	NNP
lost	VBD	VBD
1979	CD	CD
1990	CD	CD
investing	VBG	VBG
'm	VBP	VBP
a	DT	DT
ago	RB	RB
Hong	NNP	NNP
''	''	''
Inc.	NNP	NNP
send	VB	VB
according	VBG	VBG
.	.	.
other	JJ	JJ
he	PRP	PRP
per	IN	IN
.	.	.
noted	VBD	VBD
sending	VBG	VBG
's	VBZ	POS
,	,	,
ratings	NNS	NNS
the	DT	DT
Southern	NNP	NNP
--	:	:
the	DT	DT
the	DT	DT
York	NNP	NNP
close	VB	VB
People	NNS	NNS
leases	NNS	NNS
just	RB	RB
.	.	.
so	RB	RB
stay	VB	VB
''	''	''
volume	NN	NN
Social	NNP	NNP
me	PRP	PRP
composite	JJ	JJ
that	IN	IN
in	IN	IN
people	NNS	NNS
200,000	CD	CD
the	DT	DT
.	.	.
of	IN	IN
and	CC	CC
conspired	VBD	VBD
lacked	VBD	VBN
to	TO	TO
expected	VBN	VBN
micoprocessors	NNS	NNS
company	NN	NN
of	IN	IN
and	CC	CC
''	''	''
Chicken	NNP	NNP
hope	VBP	NN
guilty	JJ	JJ
and	CC	CC
automotive	JJ	JJ
,	,	,
business	NN	NN
the	DT	DT
shortly	RB	RB
Dallas	NNP	NNP
brands	NNS	NNS
several	JJ	JJ
crash	NN	NN
's	POS	POS
,	,	,
.	.	.
position	NN	NN
The	DT	DT
S	NNP	NNP
dividend	NN	NN
part	NN	NN
stocks	NNS	NNS
bargain	VB	NN
but	CC	CC
two	CD	CD
Butz	NNP	NNP
losses	NNS	NNS
you	PRP	PRP
few	JJ	JJ
they	PRP	PRP
1930s	CD	CD
home	NN	NN
will	MD	MD
had	VBN	VBD
prince	NN	NNP
's	POS	POS
issues	NNS	NNS
which	WDT	WDT
,	,	,
momentum	NN	NN
by	IN	IN
a	DT	DT
report	VB	NN
shortages	NNS	NNS
on	IN	IN
the	DT	DT
their	PRP$	PRP$
9	CD	CD
climbed	VBD	VBD
%	NN	NN
community	NN	NN
A.P.	NNP	NNP
Kellner	NNP	NNP
throughout	IN	IN
is	VBZ	VBZ
federal	JJ	JJ
U.S.	NNP	NNP
rate	NN	NN
or	CC	CC
the	DT	DT
.	.	.
,	,	,
for	IN	IN
that	IN	IN
no	DT	DT
,	,	,
complaints	NNS	NNS
the	DT	DT
to	TO	TO
Tuesday	NNP	NNP
Mrs.	NNP	NNP
last	JJ	JJ
to	TO	TO
,	,	,
the	DT	DT
reasons	NNS	NNS
and	CC	CC
national	JJ	NNP
operations	NNS	NNS
,	,	,
a	DT	DT
a	DT	DT
is	VBZ	VBZ
So	RB	RB
Pasadena	NNP	NNP
would	MD	MD
something	NN	NN
finding	VBG	VBG
.	.	.
For	IN	IN
effective	JJ	JJ
windows	NNS	NNS
well	RB	RB
,	,	,
libel	NN	NNP
the	DT	DT
the	DT	DT
inundated	VBN	VBN
.	.	.
investors	NNS	NNS
.	.	.
agencies	NNS	NNS
hearing	NN	NN
way	NN	NN
countries	NNS	NNS
the	DT	DT
but	CC	CC
.	.	.
Tourist	NNP	NN
,	,	,
good	JJ	JJ
and	CC	CC
tea	NN	NN
in	IN	IN
those	DT	DT
it	PRP	PRP
``	``	``
senior	JJ	JJ
result	NN	NN
Corp	NNP	NNP
take	VB	VB
,	,	,
the	DT	DT
.	.	.
Systems	NNP	NNS
n't	RB	RB
.	.	.
Series	NNP	NNP
she	PRP	PRP
of	IN	IN
.	.	.
the	DT	DT
president	NN	NN
gift	NN	NN
,	,	,
chip	NN	NN
was	VBD	VBD
whose	WP$	WP$
brand	NN	NN
Francisco	NNP	NNP
Japanese	JJ	JJ
that	IN	IN
larger	JJR	JJR
in	IN	IN
I	PRP	PRP
of	IN	IN
's	POS	POS
51	CD	CD
studio	NN	NN
Maynard	NNP	NNP
pay	VB	VB
into	IN	IN
refinery	NN	NN
a	DT	DT
another	DT	DT
In	IN	IN
of	IN	IN
$	$	$
intellectual	JJ	JJ
inflation	NN	NN
reality	NN	NN
Messerschmitt-Boelkow-Blohm	NNP	NNP
Stocks	NNS	NNS
are	VBP	VBP
8.27	CD	CD
.	.	.
shirts	NNS	NNS
's	POS	POS
,	,	,
attorney	NN	NN
has	VBZ	VBZ
proceedings	NNS	NNS
and	CC	CC
-LRB-	(	(
Soviet	NNP	NNP
tables	NNS	NNS
monetary	JJ	JJ
the	DT	DT
fast-growing	JJ	JJ
.	.	.
work	NN	NN
vacated	VBD	VBN
That	DT	IN
6	CD	CD
and	CC	CC
But	CC	CC
Constitution	NNP	NNP
disaster	NN	NN
,	,	,
by	IN	IN
be	VB	VB
experiments	NNS	NNS
and	CC	CC
their	PRP$	PRP$
in	IN	IN
ways	NNS	NNS
28.125	CD	CD
prepared	VBN	VBN
.	.	.
less	JJR	JJR
two	CD	CD
Japan	NNP	NNP
Price	NNP	NN
31	CD	CD
49	CD	CD
98	CD	CD
one	CD	CD
,	,	,
%	NN	NN
one-time	JJ	JJ
and	CC	CC
much	RB	JJ
cutting	VBG	VBG
planned	VBN	VBN
disasters	NNS	NNS
and	CC	CC
Mr.	NNP	NNP
in	IN	IN
analysts	NNS	NNS
of	IN	IN
it	PRP	PRP
board	NN	NN
believe	VBP	VBP
easily	RB	RB
.	.	.
.	.	.
the	DT	DT
trading	NN	NN
.	.	.
'	POS	POS
the	DT	DT
its	PRP$	PRP$
corporations	NNS	NNS
gin	NN	NN
,	,	,
completed	VBD	VBN
and	CC	CC
among	IN	IN
.	.	.
1.5940	CD	CD
insurer	NN	NN
default	VB	NN
$	$	$
,	,	,
trouble	NN	NN
J.	NNP	NNP
the	DT	DT
maybe	RB	RB
.	.	.
$	$	$
they	PRP	PRP
many	JJ	JJ
n't	RB	RB
Angeles	NNP	NNP
USAir	NNP	NNP
generate	VB	VB
which	WDT	WDT
Monetary	NNP	JJ
staffers	NNS	NNS
an	DT	DT
rate	NN	NN
to	TO	TO
investment	NN	NN
$	$	$
change	NN	NN
stick	VB	NNP
officials	NNS	NNS
''	''	''
said	VBD	VBD
growth	NN	NN
``	``	``
such	JJ	JJ
can	MD	MD
.	.	.
with	IN	IN
key	JJ	JJ
subject	NN	NN
preliminary	JJ	JJ
administrator	NN	NN
increase	NN	NN
Oct.	NNP	NNP
British	NNP	JJ
and	CC	CC
one	CD	CD
see	VB	VB
will	MD	MD
tacked	VBD	VBD
director	NN	NN
hundreds	NNS	NNS
wag	NN	NN
THE	DT	DT
the	DT	DT
investor	NN	NN
enterprises	NNS	NNS
``	``	``
one	CD	CD
ca	MD	MD
every	DT	DT
their	PRP$	PRP$
the	DT	DT
IBM	NNP	NNP
outskirts	NNS	VBZ
of	IN	IN
,	,	,
was	VBD	VBD
NRC	NNP	NNP
view	NN	NN
Friday	NNP	NNP
n't	RB	RB
from	IN	IN
to	TO	TO
the	DT	DT
owned	VBN	VBN
to	TO	TO
often	RB	RB
with	IN	IN
that	IN	IN
develop	VBP	VB
,	,	,
good	JJ	JJ
the	DT	DT
.	.	.
group	NN	NN
original	JJ	JJ
to	TO	TO
but	CC	CC
then	RB	RB
only	RB	RB
can	MD	MD
start	NN	VB
capital-gains	NNS	NNS
July	NNP	NNP
said	VBD	VBD
$	$	$
by	IN	IN
imported	VBN	VBN
into	IN	IN
partly	RB	RB
semiconductors	NNS	NNS
apologizes	VBZ	NNS
merchant	NN	NN
highest-volume	JJ	NN
its	PRP$	PRP$
available	JJ	JJ
a	DT	DT
them	PRP	PRP
the	DT	DT
changes	NNS	NNS
insurance	NN	NN
.	.	.
started	VBD	VBD
,	,	,
industry	NN	NN
problems	NNS	NNS
in	IN	IN
's	POS	POS
produce	VB	VB
,	,	,
vs.	IN	IN
of	IN	IN
adds	VBZ	VBZ
suggested	VBN	VBD
down	RB	RB
cents	NNS	NNS
a	DT	DT
unoccupied	JJ	VBD
the	DT	DT
.	.	.
The	DT	DT
are	VBP	VBP
it	PRP	PRP
%	NN	NN
by	IN	IN
must	MD	MD
that	IN	IN
than	IN	IN
,	,	,
do	VBP	VBP
bid	NN	NN
``	``	``
individuals	NNS	NNS
property	NN	NN
share	NN	NN
loans	NNS	NNS
income	NN	NN
in	IN	IN
actions	NNS	NNS
and	CC	CC
to	TO	TO
for	IN	IN
succeeds	VBZ	VBZ
level	NN	NN
are	VBP	VBP
offering	NN	NN
.	.	.
in	IN	IN
in	IN	IN
's	POS	POS
held	VBN	VBN
Computer	NNP	NN
loans	NNS	NNS
executive	JJ	JJ
Jon	NNP	NNP
million	CD	CD
require	VBP	VB
auction	NN	NN
n't	RB	RB
905	CD	CD
generally	RB	RB
investors	NNS	NNS
's	POS	POS
for	IN	IN
from	IN	IN
on	IN	IN
agency	NN	NN
``	``	``
planners	NNS	NNS
Buffalo	NNP	NNP
into	IN	IN
Monday	NNP	NNP
to	TO	TO
approached	VBD	VBN
did	VBD	VBD
United	NNP	NNP
said	VBD	VBD
action	NN	NN
circuit	NN	NNP
three	CD	CD
sales	NNS	NNS
a	DT	DT
factors	NNS	NNS
the	DT	DT
Krenz	NNP	NNP
M	NNP	NNP
Poverty	NN	NN
a	DT	DT
big-company	JJ	JJ
,	,	,
general	JJ	JJ
Donald	NNP	NNP
.	.	.
bring	VB	VB
of	IN	IN
on	IN	IN
strategic	JJ	JJ
to	TO	TO
day	NN	NN
$	$	$
remark	VB	VB
Mr.	NNP	NNP
checks	NNS	NNS
to	TO	TO
Delta	NNP	NN
and	CC	CC
,	,	,
are	VBP	VBP
to	TO	TO
from	IN	IN
quake	NN	NN
money	NN	NN
,	,	,
launch	VB	NN
measurement	NN	NN
people	NNS	NNS
time	NN	NN
main	JJ	JJ
eighth-floor	JJ	NN
six	CD	CD
from	IN	IN
that	IN	IN
235	CD	CD
.	.	.
billions	NNS	NNS
the	DT	DT
would	MD	MD
James	NNP	NNP
come	VB	VB
yield	VB	NN
as	IN	IN
for	IN	IN
that	IN	IN
deficit	NN	NN
to	TO	TO
Market-If-Touched	NNP	NN
have	VBP	VBP
price	NN	NN
$	$	$
mortgages	NNS	NNS
said	VBD	VBD
number	NN	NN
maker	NN	NN
was	VBD	VBD
northern	JJ	JJ
in	IN	IN
$	$	$
billion	CD	CD
American	NNP	NNP
Books	NNS	NNS
the	DT	DT
two	CD	CD
$	$	$
with	IN	IN
of	IN	IN
in	IN	IN
equipment	NN	NN
7	CD	CD
''	''	''
promised	VBN	VBD
.	.	.
0.03	CD	CD
Suites	NNPS	NNS
U.S.	NNP	NNP
It	PRP	PRP
game	NN	NN
months	NNS	NNS
a	DT	DT
coronary	JJ	NNP
with	IN	IN
futures	NNS	NNS
British	JJ	JJ
breach	NN	NN
Nine-month	JJ	JJ
wave	NN	NN
home	NN	NN
amount	NN	NN
yet	RB	RB
elective	JJ	JJ
preliminary	JJ	JJ
Bank	NNP	NN
the	DT	DT
world-wide	JJ	JJ
of	IN	IN
bringing	VBG	VBG
7	CD	CD
People	NNS	NNS
dealers	NNS	NNS
says	VBZ	VBZ
scientists	NNS	NNS
's	POS	POS
traffic	NN	NN
to	TO	TO
Business	NNP	NN
air-freight	NN	NN
at	IN	IN
the	DT	DT
the	DT	DT
,	,	,
.	.	.
apart	RB	RB
benefits	NNS	NNS
week	NN	NN
,	,	,
range	NN	NN
Manhattan	NNP	NNP
funds	NNS	NNS
have	VBP	VBP
arranging	VBG	VBG
lower-growth	JJ	JJ
businesses	NNS	NNS
in	IN	IN
secretary	NN	NNP
labor	NN	NN
when	WRB	WRB
national	JJ	NNP
indulge	VB	NN
included	VBD	VBD
to	TO	TO
income	NN	NN
to	TO	TO
curbs	NNS	NNS
if	IN	IN
stock	NN	NN
of	IN	IN
term	NN	NN
plan	NN	NN
offered	VBN	VBN
Atlanta	NNP	NNP
group	NN	NN
,	,	,
and	CC	CC
Bernard	NNP	NNP
said	VBD	VBD
order	NN	NN
jailed	VBN	VBN
.	.	.
from	IN	IN
than	IN	IN
at	IN	IN
a	DT	DT
would	MD	MD
Co.	NNP	NNP
's	POS	POS
stocks	NNS	NNS
barrels	NNS	NNS
to	TO	TO
Former	JJ	JJ
investors	NNS	NNS
1996	CD	CD
.	.	.
almost	RB	RB
the	DT	DT
small	JJ	JJ
,	,	,
the	DT	DT
capital-gains	NNS	NNS
an	DT	DT
survey	NN	NN
1.6	CD	CD
buying	VBG	VBG
on	IN	IN
,	,	,
says	VBZ	VBZ
21.9	CD	CD
going	VBG	VBG
affair	NN	NNP
way	NN	NN
the	DT	DT
at	IN	IN
the	DT	DT
difficult	JJ	JJ
succeeds	VBZ	VBZ
Capel	NNP	NNP
it	PRP	PRP
the	DT	DT
pass	VB	VB
some	DT	DT
eventually	RB	RB
never	RB	RB
He	PRP	PRP
peaceful	JJ	JJ
significant	JJ	JJ
material	NN	NN
Corp	NNP	NNP
and	CC	CC
returns	NNS	NNS
interested	JJ	JJ
1	CD	CD
,	,	,
in	IN	IN
well	RB	RB
the	DT	DT
,	,	,
stock	NN	NN
related	VBN	VBN
,	,	,
But	CC	CC
FOX	NN	NNP
Mr.	NNP	NNP
10	CD	CD
are	VBP	VBP
finance	NN	NN
added	VBD	VBD
and	CC	CC
dealers	NNS	NNS
government	NN	NN
,	,	,
Streisand	NNP	NNP
soared	VBD	VBD
and	CC	CC
overtime	NN	NN
state	NN	NN
wildly	RB	RB
,	,	,
is	VBZ	VBZ
rate	NN	NN
Inc.	NNP	NNP
future	NN	NN
Group	NNP	NN
62.5	CD	CD
dividend	NN	NN
California	NNP	NNP
%	NN	NN
the	DT	DT
will	MD	MD
$	$	$
.	.	.
San	NNP	NNP
kindly	RB	RB
Oh	UH	NNP
force	NN	NN
at	IN	IN
million	CD	CD
politicians	NNS	NNS
,	,	,
continuing	VBG	VBG
can	MD	MD
Corp.	NNP	NNP
did	VBD	VBD
from	IN	IN
sundry	JJ	NNP
stupid	JJ	JJ
2.4	CD	CD
earthquake	NN	NN
on	IN	IN
vanish	VBP	VBP
''	''	''
and	CC	CC
I	PRP	PRP
Turkey	NNP	NNP
was	VBD	VBD
year	NN	NN
week	NN	NN
said	VBD	VBD
.	.	.
Discovery	NNP	NN
``	``	``
to	TO	TO
soon	RB	RB
,	,	,
the	DT	DT
filing	NN	NN
,	,	,
continue	VB	VB
after	IN	IN
The	DT	DT
earthquake	NN	NN
just	RB	RB
still	RB	RB
engineers	NNS	NNS
can	MD	MD
the	DT	DT
,	,	,
an	DT	DT
the	DT	DT
6\/2	CD	CD
that	DT	IN
flew	VBD	VBD
.	.	.
fell	VBD	VBD
agreed	VBD	VBD
a	DT	DT
to	TO	TO
Francisco	NNP	NNP
confusion	NN	NN
been	VBN	VBN
claim	NN	NN
their	PRP$	PRP$
Bonn	NNP	NNP
acquire	VB	VB
that	IN	IN
Fueling	VBG	VBG
few	JJ	JJ
Life	NNP	NN
policy	NN	NN
allowed	VBN	VBN
to	TO	TO
because	IN	IN
3.5	CD	CD
endorsement	NN	NN
Prior	RB	RB
early-morning	JJ	JJ
stock	NN	NN
demand	VB	NN
working	VBG	VBG
Adobe	NNP	NNP
made	VBN	VBN
all	PDT	DT
the	DT	DT
in	IN	IN
London	NNP	NNP
crucial	JJ	JJ
executives	NNS	NNS
figure	NN	NN
sell	VB	VB
By	IN	IN
lawsuit	NN	NN
.	.	.
only	JJ	RB
retailing	NN	NN
We	PRP	PRP
stories	NNS	NNS
in	IN	IN
of	IN	IN
six	CD	CD
Japan	NNP	NNP
Pryor	NNP	NNP
``	``	``
said	VBD	VBD
investment	NN	NN
a	DT	DT
unit	NN	NN
Robert	NNP	NNP
electronic	JJ	JJ
insurance	NN	NN
of	IN	IN
buying	VBG	VBG
Investors	NNS	NNS
the	DT	DT
of	IN	IN
it	PRP	PRP
local	JJ	JJ
they	PRP	PRP
commenting	VBG	VBG
2	CD	CD
's	POS	POS
Lazard	NNP	NNP
six	CD	CD
the	DT	DT
today	NN	NN
to	TO	TO
miscommunication	NN	NNP
well	RB	RB
equivalents	NNS	NNS
week	NN	NN
recent	JJ	JJ
pay	VBP	VB
a	DT	DT
in	IN	IN
Eddy	NNP	NNP
,	,	,
energy	NN	NN
work	NN	NN
beer	NN	NN
and	CC	CC
A	DT	DT
former	JJ	JJ
and	CC	CC
electronic	JJ	JJ
of	IN	IN
that	IN	IN
the	DT	DT
slate	NN	VB
Conn.	NNP	NNP
for	IN	IN
,	,	,
the	DT	DT
ago	RB	RB
Sun	NNP	NNP
it	PRP	PRP
estate	NN	NN
libel	NN	NNP
Louis-based	JJ	JJ
,	,	,
carrying	VBG	VBG
production	NN	NN
Financial	NNP	JJ
high	JJ	JJ
good	JJ	JJ
rate	NN	NN
or	CC	CC
have	VB	VBP
40	CD	CD
commission	NN	NNP
stand	NN	VB
also	RB	RB
different	JJ	JJ
be	VB	VB
,	,	,
grouped	VBN	VBN
he	PRP	PRP
Vineyards	NNS	NNS
North	NNP	NNP
colleagues	NNS	NNS
this	DT	DT
.	.	.
prices	NNS	NNS
the	DT	DT
oil	NN	NN
,	,	,
inflation	NN	NN
surged	VBD	VBD
Each	DT	DT
promotion	NN	NN
name	NN	NN
needed	VBN	VBN
and	CC	CC
included	VBD	VBD
misrepresented	VBD	VBD
in	IN	IN
Atlantic	NNP	NNP
clear	JJ	JJ
through	IN	IN
in	IN	IN
also	RB	RB
aircraft	NN	NN
million	CD	CD
,	,	,
by	IN	IN
of	IN	IN
made	VBN	VBN
no	DT	DT
current	JJ	JJ
Keller	NNP	NNP
comes	VBZ	VBZ
do	NN	VBP
from	IN	IN
The	DT	DT
Texas	NNP	NNP
losses	NNS	NNS
or	CC	CC
down	RB	RB
Mary	NNP	NNP
,	,	,
recently	RB	RB
hardware	NN	NN
by	IN	IN
options	NNS	NNS
for	IN	IN
trying	VBG	VBG
executives	NNS	NNS
$	$	$
we	PRP	PRP
flow	NN	NN
more	JJR	JJR
place	NN	NN
The	DT	DT
at	IN	IN
Bank	NN	NN
was	VBD	VBD
sale	NN	NN
by	IN	IN
left	VBN	VBN
tank	NN	NN
''	''	''
airline	NN	NN
''	''	''
to	TO	TO
stressing	VBG	VBG
Nov.	NNP	NNP
,	,	,
on	IN	IN
on	IN	IN
,	,	,
victims	NNS	NNS
that	IN	IN
field	VB	NN
big	JJ	JJ
vulnerable	JJ	JJ
Fleet\/Norstar	NNP	NNP
worked	VBN	VBD
markets	VBZ	NNS
earnings	NNS	NNS
Peterson	NNP	NNP
president	NN	NN
were	VBD	VBD
,	,	,
as	IN	IN
``	``	``
before-tax	JJ	IN
%	NN	NN
be	VB	VB
good	JJ	JJ
to	TO	TO
I	PRP	PRP
criticism	NN	NN
all	PDT	DT
franc	NN	NNP
to	TO	TO
a	DT	DT
benefits	NNS	NNS
,	,	,
the	DT	DT
to	TO	TO
at	IN	IN
Freightways	NNP	NNP
,	,	,
the	DT	DT
high	JJ	JJ
expedite	VB	VB
year	NN	NN
,	,	,
Cambodian	JJ	JJ
budge	VB	NN
was	VBD	VBD
the	DT	DT
Research	NNP	NN
stages	NNS	NNS
occasion	NN	NN
of	IN	IN
to	TO	TO
the	DT	DT
any	DT	DT
Corp.	NNP	NNP
's	POS	POS
typically	RB	RB
interest	NN	NN
response	NN	NN
's	POS	POS
for	IN	IN
$	$	$
is	VBZ	VBZ
that	IN	IN
